OrderID,CustomerID,OrderDate,ShipDate,ProductID,Quantity,Sales,Discount,ShippingCost,Region,Profit,ShippingMethod,PaymentType,OrderMonth,OrderYear,CustomerName,Segment,Country,ProductName,Category,SubCategory,ReturnStatus
ORD-00513,CUST-038,2023-12-30,2024-01-04,PROD-014,5,431.06,0.41,15.69,South,216.43762052548152,First Class,Credit Card,12,2023,Customer 38,Home Office,Germany,Product 14,Office Supplies,Phones,Not Returned
ORD-00514,CUST-050,2023-10-18,2023-10-19,PROD-047,4,784.76,0.02,18.5,East,736.5679849526731,Same Day,UPI,10,2023,Customer 50,Corporate,UK,Product 47,Technology,Phones,Not Returned
ORD-00515,CUST-098,2023-02-16,2023-02-18,PROD-029,3,486.81,0.21,33.93,East,348.1562037482752,Second Class,Credit Card,2,2023,Customer 98,Home Office,Germany,Product 29,Office Supplies,Tables,Not Returned
ORD-00516,CUST-082,2023-08-19,2023-08-20,PROD-012,4,507.59,0.08,32.04,Central,423.31237349715394,Second Class,Net Banking,8,2023,Customer 82,Consumer,Germany,Product 12,Furniture,Phones,Not Returned
ORD-00517,CUST-030,2023-07-28,2023-07-31,PROD-036,7,220.59,0.44,36.32,South,83.0761622936356,First Class,Cash on Delivery,7,2023,Customer 30,Home Office,India,Product 36,Technology,Chairs,Not Returned
ORD-00518,CUST-079,2023-01-09,2023-01-12,PROD-035,1,599.31,0.28,21.31,West,410.51716213683574,Second Class,Credit Card,1,2023,Customer 79,Home Office,Germany,Product 35,Furniture,Binders,Not Returned
ORD-00519,CUST-091,2023-05-02,2023-05-04,PROD-012,7,202.41,0.12,42.08,East,150.66334604034728,Second Class,Credit Card,5,2023,Customer 91,Consumer,Canada,Product 12,Furniture,Phones,Not Returned
ORD-00520,CUST-051,2023-11-20,2023-11-23,PROD-007,1,344.93,0.25,14.18,South,241.61296083772208,Second Class,UPI,11,2023,Customer 51,Corporate,UK,Product 7,Office Supplies,Storage,Not Returned
ORD-00521,CUST-063,2023-08-12,2023-08-13,PROD-029,2,857.93,0.37,26.11,Central,525.1113179957276,Second Class,UPI,8,2023,Customer 63,Corporate,USA,Product 29,Office Supplies,Tables,Not Returned
ORD-00522,CUST-098,2023-10-03,2023-10-07,PROD-011,4,222.93,0.48,41.04,West,89.17120162036771,Second Class,Credit Card,10,2023,Customer 98,Home Office,Germany,Product 11,Technology,Chairs,Not Returned
ORD-00523,CUST-052,2023-06-15,2023-06-20,PROD-033,1,89.74,0.11,13.11,Central,81.10169669352076,Second Class,Credit Card,6,2023,Customer 52,Consumer,Canada,Product 33,Technology,Binders,Not Returned
ORD-00524,CUST-038,2023-04-30,2023-05-02,PROD-006,9,87.63,0.44,9.94,East,41.98034593385569,Second Class,UPI,4,2023,Customer 38,Home Office,Germany,Product 6,Office Supplies,Binders,Not Returned
ORD-00525,CUST-097,2023-01-03,2023-01-05,PROD-047,6,941.97,0.47,44.77,South,434.8412085216103,Second Class,Net Banking,1,2023,Customer 97,Consumer,UK,Product 47,Technology,Phones,Not Returned
ORD-00526,CUST-088,2023-06-12,2023-06-15,PROD-015,1,516.78,0.46,20.43,South,263.23944865403865,Same Day,Debit Card,6,2023,Customer 88,Consumer,UK,Product 15,Furniture,Binders,Not Returned
ORD-00527,CUST-079,2023-09-13,2023-09-14,PROD-032,1,421.22,0.32,35.77,South,261.1435988781354,Second Class,Debit Card,9,2023,Customer 79,Home Office,Germany,Product 32,Technology,Chairs,Not Returned
ORD-00528,CUST-030,2023-05-09,2023-05-12,PROD-011,6,814.66,0.31,6.14,South,555.1647289456457,Same Day,Credit Card,5,2023,Customer 30,Home Office,India,Product 11,Technology,Chairs,Not Returned
ORD-00529,CUST-051,2023-05-15,2023-05-19,PROD-023,4,839.11,0.2,36.05,West,652.6838387007525,Same Day,UPI,5,2023,Customer 51,Corporate,UK,Product 23,Technology,Chairs,Returned
ORD-00530,CUST-081,2023-04-22,2023-04-25,PROD-026,4,345.55,0.38,19.22,West,203.61933561467458,Standard Class,Cash on Delivery,4,2023,Customer 81,Home Office,USA,Product 26,Technology,Storage,Not Returned
ORD-00531,CUST-005,2023-12-13,2023-12-14,PROD-034,6,699.75,0.27,7.51,Central,508.99023377152787,Standard Class,Cash on Delivery,12,2023,Customer 5,Consumer,India,Product 34,Furniture,Chairs,Not Returned
ORD-00532,CUST-029,2023-12-26,2023-12-27,PROD-046,7,775.7,0.34,32.44,West,490.3858071120584,Same Day,Debit Card,12,2023,Customer 29,Home Office,UK,Product 46,Office Supplies,Phones,Not Returned
ORD-00533,CUST-004,2023-03-07,2023-03-10,PROD-034,9,661.56,0.21,15.84,East,510.1260985126088,Same Day,Net Banking,3,2023,Customer 4,Home Office,USA,Product 34,Furniture,Chairs,Not Returned
ORD-00534,CUST-010,2023-05-15,2023-05-16,PROD-029,5,168.56,0.37,22.41,East,58.85469500604647,Second Class,Debit Card,5,2023,Customer 10,Home Office,UK,Product 29,Office Supplies,Tables,Not Returned
ORD-00535,CUST-056,2023-07-23,2023-07-25,PROD-004,9,878.37,0.41,8.63,South,504.61691048529644,Standard Class,Credit Card,7,2023,Customer 56,Home Office,Germany,Product 4,Office Supplies,Tables,Not Returned
ORD-00536,CUST-017,2023-02-12,2023-02-16,PROD-017,4,548.31,0.07,11.62,East,510.27998027247844,First Class,Net Banking,2,2023,Customer 17,Corporate,USA,Product 17,Office Supplies,Binders,Returned
ORD-00537,CUST-074,2023-07-06,2023-07-11,PROD-035,2,296.82,0.42,18.41,Central,145.66968659901707,Standard Class,Cash on Delivery,7,2023,Customer 74,Corporate,USA,Product 35,Furniture,Binders,Not Returned
ORD-00538,CUST-017,2023-11-17,2023-11-19,PROD-013,3,436.72,0.27,9.04,West,307.5308749476306,Same Day,UPI,11,2023,Customer 17,Corporate,USA,Product 13,Technology,Phones,Not Returned
ORD-00539,CUST-084,2023-04-12,2023-04-13,PROD-041,1,56.82,0.42,45.99,West,-23.48276313903071,Same Day,UPI,4,2023,Customer 84,Consumer,USA,Product 41,Furniture,Chairs,Not Returned
ORD-00540,CUST-088,2023-01-03,2023-01-05,PROD-039,6,145.31,0.22,5.27,West,125.9110259520177,Second Class,Credit Card,1,2023,Customer 88,Consumer,UK,Product 39,Technology,Phones,Not Returned
ORD-00541,CUST-069,2023-03-30,2023-04-03,PROD-015,6,770.24,0.19,26.77,East,613.9393245741802,Second Class,Debit Card,3,2023,Customer 69,Corporate,Germany,Product 15,Furniture,Binders,Not Returned
ORD-00542,CUST-034,2023-06-27,2023-07-01,PROD-029,1,20.01,0.46,10.55,West,-8.583288951407292,Standard Class,Credit Card,6,2023,Customer 34,Corporate,Germany,Product 29,Office Supplies,Tables,Not Returned
ORD-00543,CUST-006,2023-12-05,2023-12-09,PROD-029,3,428.23,0.13,18.85,South,355.18308000389084,Second Class,UPI,12,2023,Customer 6,Consumer,India,Product 29,Office Supplies,Tables,Not Returned
ORD-00544,CUST-053,2023-02-23,2023-02-26,PROD-011,5,532.06,0.42,46.67,South,255.11985952235952,First Class,Cash on Delivery,2,2023,Customer 53,Corporate,USA,Product 11,Technology,Chairs,Not Returned
ORD-00545,CUST-066,2023-04-10,2023-04-13,PROD-032,3,73.54,0.24,12.28,South,49.75984639031378,First Class,UPI,4,2023,Customer 66,Corporate,USA,Product 32,Technology,Chairs,Not Returned
ORD-00546,CUST-077,2023-08-05,2023-08-10,PROD-002,3,973.62,0.26,48.46,East,677.1156307724233,Second Class,Net Banking,8,2023,Customer 77,Corporate,India,Product 2,Technology,Binders,Not Returned
ORD-00547,CUST-043,2023-05-15,2023-05-19,PROD-047,3,241.6,0.15,14.26,West,199.21705571613265,First Class,UPI,5,2023,Customer 43,Home Office,India,Product 47,Technology,Phones,Not Returned
ORD-00548,CUST-075,2023-10-11,2023-10-13,PROD-014,5,318.11,0.29,38.37,East,190.80728447707887,First Class,UPI,10,2023,Customer 75,Corporate,Canada,Product 14,Office Supplies,Phones,Returned
ORD-00549,CUST-023,2023-10-11,2023-10-12,PROD-020,5,317.86,0.16,29.6,West,266.7564620638847,Standard Class,Net Banking,10,2023,Customer 23,Corporate,USA,Product 20,Technology,Binders,Not Returned
ORD-00550,CUST-055,2023-02-05,2023-02-10,PROD-022,4,245.81,0.02,44.8,Central,185.8145623498926,First Class,Debit Card,2,2023,Customer 55,Corporate,Germany,Product 22,Furniture,Phones,Not Returned
ORD-00551,CUST-080,2023-12-23,2023-12-25,PROD-011,1,21.44,0.14,29.93,Central,-28.59763354436514,Same Day,UPI,12,2023,Customer 80,Corporate,India,Product 11,Technology,Chairs,Not Returned
ORD-00552,CUST-095,2023-10-01,2023-10-06,PROD-027,5,734.76,0.0,29.06,East,701.7690979929854,Same Day,Credit Card,10,2023,Customer 95,Consumer,USA,Product 27,Technology,Tables,Not Returned
ORD-00553,CUST-075,2023-05-31,2023-06-02,PROD-003,5,967.51,0.49,13.8,South,463.9502173443973,Standard Class,UPI,5,2023,Customer 75,Corporate,Canada,Product 3,Office Supplies,Chairs,Not Returned
ORD-00554,CUST-016,2023-03-25,2023-03-30,PROD-017,4,239.81,0.48,12.48,East,97.29657729994007,Second Class,Credit Card,3,2023,Customer 16,Consumer,UK,Product 17,Office Supplies,Binders,Not Returned
ORD-00555,CUST-008,2023-08-20,2023-08-21,PROD-044,6,669.79,0.2,46.24,South,479.5788534580203,Standard Class,Net Banking,8,2023,Customer 8,Corporate,India,Product 44,Technology,Phones,Not Returned
ORD-00556,CUST-004,2023-07-16,2023-07-21,PROD-028,4,747.06,0.36,19.75,West,449.1465109456837,Second Class,UPI,7,2023,Customer 4,Home Office,USA,Product 28,Technology,Tables,Not Returned
ORD-00557,CUST-004,2023-03-26,2023-03-30,PROD-029,7,851.46,0.17,21.74,South,675.4256189804994,Second Class,Net Banking,3,2023,Customer 4,Home Office,USA,Product 29,Office Supplies,Tables,Not Returned
ORD-00558,CUST-056,2023-09-17,2023-09-22,PROD-021,7,434.18,0.34,39.19,South,252.5509895044541,Second Class,Net Banking,9,2023,Customer 56,Home Office,Germany,Product 21,Furniture,Binders,Not Returned
ORD-00559,CUST-025,2023-07-05,2023-07-06,PROD-047,2,316.87,0.4,20.25,West,164.81010938914662,Second Class,Debit Card,7,2023,Customer 25,Consumer,Canada,Product 47,Technology,Phones,Returned
ORD-00560,CUST-067,2023-04-21,2023-04-24,PROD-016,3,338.79,0.47,47.84,Central,129.92355425127522,Second Class,UPI,4,2023,Customer 67,Corporate,India,Product 16,Office Supplies,Chairs,Not Returned
ORD-00561,CUST-096,2023-07-28,2023-08-01,PROD-037,1,718.37,0.2,38.21,West,545.4283277450094,Standard Class,Credit Card,7,2023,Customer 96,Consumer,UK,Product 37,Office Supplies,Storage,Not Returned
ORD-00562,CUST-067,2023-07-17,2023-07-18,PROD-020,8,820.44,0.39,31.88,East,460.9251747521858,Second Class,Credit Card,7,2023,Customer 67,Corporate,India,Product 20,Technology,Binders,Not Returned
ORD-00563,CUST-027,2023-10-19,2023-10-23,PROD-006,9,197.98,0.13,44.64,East,124.95714101295276,First Class,UPI,10,2023,Customer 27,Consumer,USA,Product 6,Office Supplies,Binders,Not Returned
ORD-00564,CUST-093,2023-02-02,2023-02-03,PROD-019,4,383.52,0.5,7.23,East,188.18759986092917,First Class,Debit Card,2,2023,Customer 93,Consumer,USA,Product 19,Technology,Chairs,Not Returned
ORD-00565,CUST-032,2023-08-25,2023-08-28,PROD-005,6,903.9,0.01,16.57,East,858.8753219937977,Second Class,Debit Card,8,2023,Customer 32,Home Office,UK,Product 5,Furniture,Chairs,Returned
ORD-00566,CUST-050,2023-10-21,2023-10-26,PROD-003,9,810.56,0.3,25.93,East,517.6129449104942,First Class,Debit Card,10,2023,Customer 50,Corporate,UK,Product 3,Office Supplies,Chairs,Not Returned
ORD-00567,CUST-061,2023-10-12,2023-10-15,PROD-001,6,985.16,0.33,15.21,Central,648.308373287977,Same Day,Credit Card,10,2023,Customer 61,Corporate,UK,Product 1,Furniture,Binders,Not Returned
ORD-00568,CUST-051,2023-02-01,2023-02-05,PROD-038,9,759.16,0.34,38.48,Central,467.4857428056689,Standard Class,Net Banking,2,2023,Customer 51,Corporate,UK,Product 38,Furniture,Binders,Not Returned
ORD-00569,CUST-019,2023-03-21,2023-03-23,PROD-015,4,405.33,0.06,46.36,South,355.29240134852404,Standard Class,Debit Card,3,2023,Customer 19,Corporate,India,Product 15,Furniture,Binders,Not Returned
ORD-00570,CUST-021,2023-06-08,2023-06-10,PROD-034,8,598.83,0.47,24.07,East,294.89084875866814,Second Class,Credit Card,6,2023,Customer 21,Consumer,India,Product 34,Furniture,Chairs,Returned
ORD-00571,CUST-005,2023-11-08,2023-11-13,PROD-035,9,667.79,0.09,20.4,West,595.486297172581,Second Class,Credit Card,11,2023,Customer 5,Consumer,India,Product 35,Furniture,Binders,Not Returned
ORD-00572,CUST-082,2023-01-27,2023-02-01,PROD-049,4,96.89,0.31,48.27,East,16.62937356414025,Same Day,Net Banking,1,2023,Customer 82,Consumer,Germany,Product 49,Office Supplies,Tables,Not Returned
ORD-00573,CUST-092,2023-04-02,2023-04-03,PROD-025,5,553.61,0.11,25.02,Central,470.66517221585093,Second Class,UPI,4,2023,Customer 92,Consumer,USA,Product 25,Furniture,Chairs,Returned
ORD-00574,CUST-042,2023-06-11,2023-06-13,PROD-024,8,715.13,0.15,27.01,East,597.5230684174953,First Class,UPI,6,2023,Customer 42,Home Office,Canada,Product 24,Office Supplies,Phones,Returned
ORD-00575,CUST-061,2023-08-25,2023-08-28,PROD-012,6,183.97,0.27,20.82,Central,92.23817181874365,Same Day,Debit Card,8,2023,Customer 61,Corporate,UK,Product 12,Furniture,Phones,Not Returned
ORD-00576,CUST-022,2023-08-03,2023-08-08,PROD-018,7,785.02,0.21,45.93,South,578.3719625757168,First Class,Debit Card,8,2023,Customer 22,Consumer,India,Product 18,Office Supplies,Phones,Returned
ORD-00577,CUST-021,2023-01-05,2023-01-09,PROD-015,3,592.1,0.08,30.6,South,535.4878673007737,Standard Class,Net Banking,1,2023,Customer 21,Consumer,India,Product 15,Furniture,Binders,Not Returned
ORD-00578,CUST-070,2023-05-08,2023-05-13,PROD-044,7,953.18,0.09,39.3,South,830.9141421920934,First Class,Debit Card,5,2023,Customer 70,Consumer,Canada,Product 44,Technology,Phones,Not Returned
ORD-00579,CUST-001,2023-04-12,2023-04-14,PROD-016,8,61.57,0.21,41.53,Central,23.61602963232848,Standard Class,Net Banking,4,2023,Customer 1,Home Office,Germany,Product 16,Office Supplies,Chairs,Not Returned
ORD-00580,CUST-005,2023-03-01,2023-03-06,PROD-027,6,280.02,0.38,20.38,East,146.94027850470556,First Class,Credit Card,3,2023,Customer 5,Consumer,India,Product 27,Technology,Tables,Not Returned
ORD-00581,CUST-012,2023-05-19,2023-05-23,PROD-008,9,609.52,0.45,24.52,East,310.39552505836286,Standard Class,Debit Card,5,2023,Customer 12,Home Office,USA,Product 8,Technology,Storage,Not Returned
ORD-00582,CUST-090,2023-08-13,2023-08-16,PROD-046,6,310.63,0.04,43.18,West,255.36004702388584,Second Class,Credit Card,8,2023,Customer 90,Consumer,USA,Product 46,Office Supplies,Phones,Not Returned
ORD-00583,CUST-046,2023-12-19,2023-12-24,PROD-025,9,720.14,0.2,21.35,Central,532.5860892064122,First Class,Cash on Delivery,12,2023,Customer 46,Home Office,Canada,Product 25,Furniture,Chairs,Not Returned
ORD-00584,CUST-034,2023-06-07,2023-06-11,PROD-017,4,763.83,0.05,40.73,West,673.226721721498,Standard Class,Net Banking,6,2023,Customer 34,Corporate,Germany,Product 17,Office Supplies,Binders,Not Returned
ORD-00585,CUST-049,2023-09-18,2023-09-22,PROD-029,8,120.47,0.01,47.34,South,60.95654920616013,First Class,Cash on Delivery,9,2023,Customer 49,Corporate,Germany,Product 29,Office Supplies,Tables,Not Returned
ORD-00586,CUST-078,2023-08-07,2023-08-12,PROD-008,4,523.58,0.33,33.04,East,325.9792607803252,Same Day,Debit Card,8,2023,Customer 78,Home Office,UK,Product 8,Technology,Storage,Returned
ORD-00587,CUST-090,2023-03-06,2023-03-10,PROD-015,2,518.71,0.3,38.37,Central,333.4485310568405,Second Class,Credit Card,3,2023,Customer 90,Consumer,USA,Product 15,Furniture,Binders,Not Returned
ORD-00588,CUST-045,2023-03-02,2023-03-03,PROD-027,9,381.9,0.08,41.23,West,313.35836442706534,Standard Class,Debit Card,3,2023,Customer 45,Consumer,Germany,Product 27,Technology,Tables,Not Returned
ORD-00589,CUST-027,2023-12-12,2023-12-14,PROD-046,5,934.27,0.12,43.03,West,787.3686289685571,Same Day,Cash on Delivery,12,2023,Customer 27,Consumer,USA,Product 46,Office Supplies,Phones,Not Returned
ORD-00590,CUST-073,2023-05-01,2023-05-05,PROD-050,4,830.96,0.01,22.78,West,798.2289058727823,First Class,Debit Card,5,2023,Customer 73,Corporate,India,Product 50,Furniture,Storage,Not Returned
ORD-00591,CUST-026,2023-07-05,2023-07-08,PROD-007,2,703.27,0.42,7.31,East,412.6059166953955,Same Day,UPI,7,2023,Customer 26,Consumer,India,Product 7,Office Supplies,Storage,Not Returned
ORD-00592,CUST-047,2023-10-23,2023-10-25,PROD-003,1,720.04,0.49,23.08,East,344.2282844263207,First Class,Cash on Delivery,10,2023,Customer 47,Corporate,India,Product 3,Office Supplies,Chairs,Not Returned
ORD-00593,CUST-086,2023-04-23,2023-04-26,PROD-029,7,472.48,0.07,35.32,East,404.6650404742675,Second Class,Debit Card,4,2023,Customer 86,Corporate,Germany,Product 29,Office Supplies,Tables,Not Returned
ORD-00594,CUST-056,2023-06-14,2023-06-15,PROD-044,6,922.57,0.12,25.27,Central,783.935673667376,Same Day,Credit Card,6,2023,Customer 56,Home Office,Germany,Product 44,Technology,Phones,Not Returned
ORD-00595,CUST-094,2023-04-29,2023-05-03,PROD-024,2,700.7,0.43,38.7,East,367.54350477636433,Second Class,Debit Card,4,2023,Customer 94,Home Office,India,Product 24,Office Supplies,Phones,Not Returned
ORD-00596,CUST-063,2023-08-08,2023-08-13,PROD-003,8,734.4,0.46,21.06,Central,371.3040118338709,Standard Class,Credit Card,8,2023,Customer 63,Corporate,USA,Product 3,Office Supplies,Chairs,Not Returned
ORD-00597,CUST-048,2023-07-13,2023-07-18,PROD-020,4,864.46,0.21,33.56,West,659.1277137719807,First Class,UPI,7,2023,Customer 48,Consumer,India,Product 20,Technology,Binders,Not Returned
ORD-00598,CUST-061,2023-02-09,2023-02-12,PROD-046,8,288.59,0.03,13.39,West,255.2208085928399,First Class,Debit Card,2,2023,Customer 61,Corporate,UK,Product 46,Office Supplies,Phones,Not Returned
ORD-00599,CUST-081,2023-08-01,2023-08-02,PROD-015,7,810.93,0.02,38.72,South,745.002237452718,Second Class,UPI,8,2023,Customer 81,Home Office,USA,Product 15,Furniture,Binders,Not Returned
ORD-00600,CUST-026,2023-08-12,2023-08-15,PROD-025,5,211.34,0.29,29.56,East,127.36566755126503,Second Class,Cash on Delivery,8,2023,Customer 26,Consumer,India,Product 25,Furniture,Chairs,Not Returned
ORD-00601,CUST-036,2023-04-21,2023-04-22,PROD-030,8,358.44,0.2,14.18,West,271.68655785416985,Standard Class,Credit Card,4,2023,Customer 36,Corporate,India,Product 30,Technology,Phones,Not Returned
ORD-00602,CUST-001,2023-10-06,2023-10-09,PROD-014,9,348.9,0.01,18.14,East,322.7320858384687,Same Day,Cash on Delivery,10,2023,Customer 1,Home Office,Germany,Product 14,Office Supplies,Phones,Not Returned
ORD-00603,CUST-008,2023-12-14,2023-12-18,PROD-007,5,978.95,0.29,38.69,Central,665.2650773247545,First Class,Credit Card,12,2023,Customer 8,Corporate,India,Product 7,Office Supplies,Storage,Returned
ORD-00604,CUST-099,2023-08-03,2023-08-07,PROD-017,5,859.41,0.01,26.72,West,818.023285859139,First Class,UPI,8,2023,Customer 99,Consumer,Canada,Product 17,Office Supplies,Binders,Not Returned
ORD-00605,CUST-052,2023-06-23,2023-06-26,PROD-044,2,707.15,0.39,14.72,East,414.6394874569963,Standard Class,Net Banking,6,2023,Customer 52,Consumer,Canada,Product 44,Technology,Phones,Not Returned
ORD-00606,CUST-079,2023-09-01,2023-09-06,PROD-020,5,732.52,0.15,48.53,West,588.1042795007115,Standard Class,Debit Card,9,2023,Customer 79,Home Office,Germany,Product 20,Technology,Binders,Not Returned
ORD-00607,CUST-047,2023-02-04,2023-02-07,PROD-036,3,570.83,0.02,37.18,West,537.6248234581066,Second Class,UPI,2,2023,Customer 47,Corporate,India,Product 36,Technology,Chairs,Not Returned
ORD-00608,CUST-056,2023-04-27,2023-05-02,PROD-009,7,948.15,0.29,48.07,East,640.8404821027032,Second Class,Credit Card,4,2023,Customer 56,Home Office,Germany,Product 9,Technology,Phones,Not Returned
ORD-00609,CUST-086,2023-02-10,2023-02-13,PROD-038,5,506.33,0.2,24.22,West,378.0227422306609,Same Day,Credit Card,2,2023,Customer 86,Corporate,Germany,Product 38,Furniture,Binders,Not Returned
ORD-00610,CUST-014,2023-11-06,2023-11-11,PROD-048,8,392.91,0.49,26.38,West,186.31112904984474,Standard Class,Credit Card,11,2023,Customer 14,Home Office,USA,Product 48,Technology,Phones,Not Returned
ORD-00611,CUST-090,2023-02-05,2023-02-06,PROD-022,1,179.77,0.27,45.41,West,76.33257172231322,Same Day,Credit Card,2,2023,Customer 90,Consumer,USA,Product 22,Furniture,Phones,Not Returned
ORD-00612,CUST-028,2023-10-02,2023-10-04,PROD-002,3,790.48,0.14,28.63,West,642.1137712527794,Standard Class,Debit Card,10,2023,Customer 28,Home Office,Canada,Product 2,Technology,Binders,Not Returned
ORD-00613,CUST-087,2023-08-25,2023-08-29,PROD-024,3,739.76,0.35,36.83,Central,420.5094414737564,First Class,Cash on Delivery,8,2023,Customer 87,Home Office,Germany,Product 24,Office Supplies,Phones,Not Returned
ORD-00614,CUST-078,2023-01-04,2023-01-07,PROD-008,9,396.67,0.14,16.35,West,341.5148820189853,Standard Class,Net Banking,1,2023,Customer 78,Home Office,UK,Product 8,Technology,Storage,Not Returned
ORD-00615,CUST-088,2023-05-23,2023-05-24,PROD-011,5,44.69,0.45,25.1,South,-9.160298490760784,Standard Class,Debit Card,5,2023,Customer 88,Consumer,UK,Product 11,Technology,Chairs,Not Returned
ORD-00616,CUST-002,2023-02-01,2023-02-05,PROD-013,9,842.22,0.19,10.56,West,670.3728742025295,First Class,Credit Card,2,2023,Customer 2,Consumer,India,Product 13,Technology,Phones,Not Returned
ORD-00617,CUST-026,2023-10-24,2023-10-25,PROD-017,9,31.19,0.27,14.27,East,-0.6045434192828392,Standard Class,Debit Card,10,2023,Customer 26,Consumer,India,Product 17,Office Supplies,Binders,Not Returned
ORD-00618,CUST-014,2023-09-07,2023-09-12,PROD-008,1,709.63,0.03,5.04,South,690.2527524833014,Same Day,UPI,9,2023,Customer 14,Home Office,USA,Product 8,Technology,Storage,Not Returned
ORD-00619,CUST-059,2023-05-06,2023-05-11,PROD-021,2,970.85,0.21,6.77,Central,756.4451633928268,Second Class,Credit Card,5,2023,Customer 59,Home Office,Germany,Product 21,Furniture,Binders,Not Returned
ORD-00620,CUST-056,2023-10-26,2023-10-29,PROD-018,5,448.91,0.42,48.98,South,198.33963109567057,Second Class,Net Banking,10,2023,Customer 56,Home Office,Germany,Product 18,Office Supplies,Phones,Not Returned
ORD-00621,CUST-007,2023-04-25,2023-04-28,PROD-030,4,250.27,0.4,15.91,South,138.66862564186061,Same Day,Credit Card,4,2023,Customer 7,Home Office,USA,Product 30,Technology,Phones,Not Returned
ORD-00622,CUST-003,2023-09-22,2023-09-23,PROD-018,9,710.77,0.11,34.85,South,583.3979997518976,First Class,Net Banking,9,2023,Customer 3,Home Office,India,Product 18,Office Supplies,Phones,Not Returned
ORD-00623,CUST-023,2023-06-30,2023-07-01,PROD-046,7,820.79,0.11,42.76,East,679.3690427468451,Standard Class,Net Banking,6,2023,Customer 23,Corporate,USA,Product 46,Office Supplies,Phones,Not Returned
ORD-00624,CUST-018,2023-11-10,2023-11-12,PROD-047,6,555.5,0.41,29.78,East,276.89610885373924,Same Day,Cash on Delivery,11,2023,Customer 18,Corporate,Canada,Product 47,Technology,Phones,Returned
ORD-00625,CUST-038,2023-08-28,2023-09-02,PROD-031,7,967.69,0.47,11.89,East,486.746118878024,Second Class,Cash on Delivery,8,2023,Customer 38,Home Office,Germany,Product 31,Technology,Storage,Returned
ORD-00626,CUST-099,2023-01-05,2023-01-07,PROD-038,1,70.64,0.05,37.77,Central,31.12329169720478,Second Class,Debit Card,1,2023,Customer 99,Consumer,Canada,Product 38,Furniture,Binders,Not Returned
ORD-00627,CUST-015,2023-09-21,2023-09-25,PROD-032,1,514.7,0.23,32.01,East,344.66363961897076,Same Day,Debit Card,9,2023,Customer 15,Corporate,Germany,Product 32,Technology,Chairs,Not Returned
ORD-00628,CUST-064,2023-03-04,2023-03-07,PROD-011,8,724.08,0.17,37.91,East,548.2649427537829,Second Class,Net Banking,3,2023,Customer 64,Corporate,USA,Product 11,Technology,Chairs,Not Returned
ORD-00629,CUST-089,2023-04-08,2023-04-11,PROD-045,2,865.39,0.44,39.64,South,444.954710838672,Same Day,Credit Card,4,2023,Customer 89,Corporate,India,Product 45,Office Supplies,Storage,Not Returned
ORD-00630,CUST-028,2023-10-31,2023-11-02,PROD-025,9,195.67,0.04,48.89,East,133.51713103906945,Second Class,UPI,10,2023,Customer 28,Home Office,Canada,Product 25,Furniture,Chairs,Not Returned
ORD-00631,CUST-074,2023-04-21,2023-04-26,PROD-033,7,804.0,0.11,30.81,West,704.6703663595932,Same Day,UPI,4,2023,Customer 74,Corporate,USA,Product 33,Technology,Binders,Not Returned
ORD-00632,CUST-039,2023-01-29,2023-02-02,PROD-038,6,561.65,0.38,20.37,East,346.1919654602437,Standard Class,Credit Card,1,2023,Customer 39,Consumer,Canada,Product 38,Furniture,Binders,Not Returned
ORD-00633,CUST-057,2023-02-12,2023-02-17,PROD-041,1,408.62,0.03,34.18,Central,353.50217537248847,Standard Class,Credit Card,2,2023,Customer 57,Home Office,Germany,Product 41,Furniture,Chairs,Not Returned
ORD-00634,CUST-017,2023-07-17,2023-07-20,PROD-008,1,149.08,0.25,8.08,Central,109.30137618403482,Standard Class,Cash on Delivery,7,2023,Customer 17,Corporate,USA,Product 8,Technology,Storage,Not Returned
ORD-00635,CUST-086,2023-12-07,2023-12-10,PROD-011,2,867.99,0.22,45.38,West,639.1450255687945,Standard Class,UPI,12,2023,Customer 86,Corporate,Germany,Product 11,Technology,Chairs,Not Returned
ORD-00636,CUST-090,2023-09-15,2023-09-19,PROD-022,6,174.13,0.17,10.37,Central,128.18311141975596,Second Class,Net Banking,9,2023,Customer 90,Consumer,USA,Product 22,Furniture,Phones,Not Returned
ORD-00637,CUST-044,2023-09-10,2023-09-13,PROD-024,6,323.59,0.2,19.75,Central,224.16658463501798,First Class,Debit Card,9,2023,Customer 44,Consumer,Canada,Product 24,Office Supplies,Phones,Not Returned
ORD-00638,CUST-025,2023-10-13,2023-10-14,PROD-041,2,304.24,0.26,41.71,South,183.30461550691942,Same Day,Cash on Delivery,10,2023,Customer 25,Consumer,Canada,Product 41,Furniture,Chairs,Not Returned
ORD-00639,CUST-017,2023-03-29,2023-03-31,PROD-017,1,873.99,0.08,31.88,West,770.462343251859,First Class,UPI,3,2023,Customer 17,Corporate,USA,Product 17,Office Supplies,Binders,Not Returned
ORD-00640,CUST-013,2023-11-22,2023-11-24,PROD-012,5,679.25,0.29,22.71,South,455.1998550302938,Second Class,Credit Card,11,2023,Customer 13,Consumer,Germany,Product 12,Furniture,Phones,Not Returned
ORD-00641,CUST-084,2023-08-28,2023-09-01,PROD-046,5,800.75,0.4,26.3,South,458.5731686816448,Second Class,UPI,8,2023,Customer 84,Consumer,USA,Product 46,Office Supplies,Phones,Returned
